FECHA,EMISOR,MONEDA,TASA,TASA/MARGEN,PLAZO (en meses),VN,CALIFICACIÓN
14-jun-23,BST,ARS,Variable,"5,70%",12,"2107,00",A-2
8-jun-23,YPF,USD Mep,Fija,"5,00%",32,"125,00",AAA
7-jun-23,CGC,USD Linked,Fija,"0,00%",36,"52,40",AA-
7-jun-23,CGC,USD Mep,Fija,"6,00%",30,"12,90",AA-
7-jun-23,Oleaductos del Valle,USD Linked,Fija,"0,00%",34,"21,20",AAA
7-jun-23,Oleaductos del Valle,USD Linked,Fija,"1,00%",60,"43,30",AAA
5-jun-23,Generación Litoral,USD Linked,Fija,"4,00%",58,"18,60",A+
5-jun-23,Generación Litoral,USD Linked,Fija,"6,50%",118,"31,00",A+
2-jun-23,IRSA,USD Mep,Fija,"5,00%",30,"25,00",AA+
2-jun-23,Toyota,ARS,Variable,"1,23%",22,"2500,00",AA+
1-jun-23,Credicuotas,ARS,Variable,"6,00%",12,"2494,20",A2
1-jun-23,Credicuotas,ARS,Variable,"7,00%",18,"1530,50",A-
1-jun-23,Telecom,USD Linked,Fija,"0,00%",36,"87,40",AA+
1-jun-23,Vista Oil & Gas,USD Linked,Fija,"0,00%",26,"13,50",AAA
30-may-23,Plaza Logística,ARS,Variable,"3,00%",12,"3674,30",AA-
23-may-23,CNH Industrial Capital Argentina,USD Linked,Fija,"0,00%",24,"36,40",AA
23-may-23,Vista Oil & Gas,USD Linked,Fija,"0,00%",36,"40,80",AAA
17-may-23,Arcor,USD Mep,Fija,"3,50%",30,"77,00",AAA(Fix) / AA(Moodys)
16-may-23,Newsan,ARS,Variable,"5,75%",12,"5135,80",A-1
11-may-23,Petroquimica Comodoro Rivadavia,ARS,Variable,"2,97%",12,"2285,10",A1+
11-may-23,Petroquimica Comodoro Rivadavia,USD Linked,Fija,"0,50%",36,"18,00",AA-
11-may-23,Petroquimica Comodoro Rivadavia,USD Linked,Fija,"0,00%",24,"24,80",AA-
10-may-23,Arcor,ARS,Variable,"3,95%",24,"13540,30",AAA
10-may-23,Arcor,ARS,Variable,"0,99%",12,"8459,70",A1+
9-may-23,CFN,ARS,Variable,"6,00%",12,"3454,10",A2
9-may-23,EDESA,USD Linked,Fija,"5,00%",24,"30,00",A-
8-may-23,Agrality,USD Linked,Fija,"0,00%",24,"10,00",A
28-abr-23,Pampa Energía,USD Mep,Fija,"4,99%",30,"55,70",AA+
28-abr-23,Pampa Energía,ARS,Variable,"2,00%",12,"5980,30",A1+
25-abr-23,Aluar,USD Linked,Fija,"0,00%",60,"100,00",AAA
25-abr-23,Celulosa,USD Linked,Fija,"9,50%",27,"10,30",BBB
24-abr-23,Inversora Juramento,ARS,Variable,"4,00%",15,"20,00",A2
21-abr-23,FyO,USD Linked,Fija,"0,00%",24,"20,00",AA-
20-abr-23,Raghsa,USD Mep,Fija,"8,25%",84,"56,80",Caa2
20-abr-23,YPF,USD Linked,Fija,"1,00%",48,"37,50",AAA / AA+
20-abr-23,YPF,USD Linked,Fija,"0,00%",24,"147,40",AAA / AA+
20-abr-23,YPF,ARS,Variable,"3,00%",15,"3272,60",AAA / AA+
14-abr-23,Oleaductos del Valle,USD Linked,Fija,"0,00%",36,"50,00",AAA
13-abr-23,Generación Mediterranea,USD Linked,Fija,"5,50%",24,"25,90",A-
13-abr-23,Generación Mediterranea,USD Mep,Fija,"9,50%",27,"19,40",A-
12-abr-23,Petrolera Aconcagua Energía,USD Linked,Fija,"4,50%",48,"9,90",A
12-abr-23,Petrolera Aconcagua Energía,USD Linked,Fija,"3,00%",36,"26,40",A
11-abr-23,Red Surcos,USD Linked,Fija,"0,00%",36,"12,00",A-/BVS2
30-mar-23,CT Barragán,USD Linked,Fija,"0,00%",36,"50,00",A+
29-mar-23,Cresud,USD Linked,Fija,"0,00%",37,"30,00",AA+
29-mar-23,Cresud,ARS,Variable,"3,00%",18,"4147,30",AA+
17-mar-23,Credicuotas Consumo,ARS,Variable,"4,75%",12,"3614,90",A2
13-mar-23,Morixe,ARS,Variable,"4,00%",18,"1500,00",A-
10-mar-23,Pan American Energy,ARS,Variable,"0,00%",12,"3629,80",AAA
10-mar-23,Pan American Energy,ARS,Variable,"2,74%",24,"16370,20",AAA
6-mar-23,360 Energy,USD Linked,Fija,"0,00%",24,"20,00",A
6-mar-23,360 Energy,USD Linked,Fija,"5,00%",108,"60,00",A
3-mar-23,Garantizada Generación Litoral,USD Linked,Fija,"4,00%",60,"6,30",A
3-mar-23,Garantizada Generación Litoral,USD Linked,Fija,"6,50%",120,"84,00",A
2-mar-23,Edenor,USD Mep,Fija,"9,75%",20,"30,00",BBB
2-mar-23,Pampa Energía,ARS,Variable,"2,00%",16,"7885,10",AA
2-mar-23,Pampa Energía,USD Linked,Fija,"0,00%",69,"48,20",AA
2-mar-23,San Miguel,USD Linked,Fija,"3,50%",20,"12,20",A/BVS2
1-mar-23,Banco de Servicios Financieros,ARS,Variable,"4,50%",12,"2162,50",A2
1-mar-23,Oiltanking,USD Linked,Fija,"0,00%",36,"50,00",AA
1-mar-23,Vista Oil & Gas,USD Linked,Fija,"0,00%",48,"16,50",AAA
1-mar-23,Vista Oil & Gas,USD Linked,Fija,"1,00%",60,"118,50",AAA
23-feb-23,Capex,USD Linked,Fija,"0,00%",48,"17,60",AA-
23-feb-23,Capex,USD Linked,Fija,"0,00%",36,"22,40",AA-
16-feb-23,Loma Negra,ARS,Variable,"2,00%",18,"25636,20",AAA
13-feb-23,PCR,ARS,Variable,"3,00%",18,"7440,00",AA-
9-feb-23,Albanesi Energia,UVA,Variable,"3,80%",36,"6225,90",A-
9-feb-23,Albanesi Energia,ARS,Variable,"5,00%",12,"388,60",A2
9-feb-23,Newsan,ARS,Variable,"4,40%",12,"5000,00",A-1
9-feb-23,Telecom,USD Linked,Fija,"1,00%",60,"62,40",AA+
8-feb-23,Genneia,USD Linked,Fija,"4,50%",120,"73,40",AA-
8-feb-23,YPF Luz,USD Linked,Fija,"0,00%",24,"20,00",AAA
8-feb-23,YPF Luz,USD Linked,Fija,"0,00%",18,"130,00",AAA
26-ene-23,IRSA,USD Mep,Fija,"7,00%",30,"28,30",AA
26-ene-23,IRSA,USD Mep,Fija,"8,00%",25,"61,70",AA
18-ene-23,Petrolera Aconcagua Energía,USD Linked,Fija,"5,50%",36,"15,00",A-
17-ene-23,CGC,USD Linked,Fija,"1,00%",48,"42,30",AA-
12-ene-23,Tecpetrol,ARS,Variable,"2,00%",18,"32897,90",AAA
10-ene-23,MSU,USD Mep,Fija,"7,50%",24,"15,10",A+
9-ene-23,Pampa Energía,ARS,Variable,"2,00%",18,"10378,70",AA
5-ene-23,YPF,ARS,Variable,"3,00%",18,"12488,60",AAA
5-ene-23,YPF,USD Linked,Fija,"1,00%",36,"230,00",AAA
19-dic-22,Richmond,ARS,Variable,"5,00%",15,"1005,00",A
16-dic-22,Cresud,USD Linked,Fija,"0,00%",48,"38,20",AA
15-dic-22,Lipsa,USD Linked,Fija,"3,00%",24,"5,80",A
15-dic-22,Pampa Energía,USD Linked,Fija,"0,00%",60,"49,80",AA
12-dic-22,CT Barragán,USD Linked,Fija,"0,00%",30,"58,60",A+
5-dic-22,Agrofina,USD Linked,Fija,"3,00%",36,"12,60",A-
5-dic-22,Petroquimica Comodoro Rivadavia,USD Linked,Fija,"0,50%",48,"60,00",AA-
2-dic-22,Vista Oil & Gas,USD Linked,Fija,"0,00%",42,"63,50",AAA
2-dic-22,Vista Oil & Gas,USD Mep,Fija,"4,00%",37,"13,50",AA+
2-dic-22,Vista Oil & Gas,USD Linked,Fija,"0,00%",48,"39,10",AAA
1-dic-22,Refi Pampa,USD Linked,Fija,"3,00%",36,"15,00",BBB+
24-nov-22,San Miguel,USD Linked,Fija,"3,50%",24,"37,80",A/BVS2
23-nov-22,Disal,USD Linked,Fija,"0,00%",24,"4,30",A
23-nov-22,Disal,USD Linked,Fija,"5,50%",60,"4,30",A
10-nov-22,MSU,USD Linked,Fija,"4,90%",120,"60,80",A+
10-nov-22,MSU,USD Linked,Fija,"0,00%",48,"30,00",A+
9-nov-22,Genneia,USD Linked,Fija,"0,00%",25,"29,90",AA-
9-nov-22,Genneia,USD Linked,Fija,"0,00%",48,"20,90",AA-
8-nov-22,Vista Oil & Gas,USD Mep,Fija,"6,25%",36,"40,50",AA+
3-nov-22,GEMSA – CTR,UVA,Variable,"3,75%",36,"1923,20",A-
3-nov-22,GEMSA – CTR,USD Mep,Fija,"9,50%",24,"11,50",A-
3-nov-22,GEMSA – CTR,USD Linked,Fija,"1,00%",24,"21,10",A-
2-nov-22,Arcor,USD Mep,Fija,"8,25%",59,"256,40",AAA
2-nov-22,Tarjeta Naranja,ARS,Variable,"4,50%",12,"8437,30",A1
28-oct-22,MSU Energy,USD Mep,Fija,"9,00%",24,"45,50",A+
25-oct-22,CNH Industrial Capital Argentina,USD Linked,Fija,"0,00%",36,"22,70",AA
21-oct-22,Edenor,USD Mep,Fija,"9,75%",31,"2,50",A- (Fix) / BBB Moodys
20-oct-22,Credicuotas,ARS,Variable,"3,00%",12,"2390,20",A2
14-oct-22,Credito Directo,ARS,Variable,"5,00%",12,"800,00",A3
5-oct-22,Petrolera Aconcagua Energía,USD Linked,Fija,"0,00%",36,"12,00",A-
29-sep-22,CMF,ARS,Variable,"1,50%",12,"15,00",A1
27-sep-22,Red Surcos,USD Linked,Fija,"1,40%",48,"15,00",A-/BVS2
26-sep-22,Hijos de Salvador Muñoz,USD Linked,Fija,"0,00%",24,"10,00",A-
26-sep-22,Luz tres picos,USD Linked,Fija,"0,00%",48,"80,00",AA-/BV1
20-sep-22,Edenor,USD Mep,Fija,"9,75%",25,"30,00",A-/BBBB
19-sep-22,Banco de Servicios Financieros,ARS,Variable,"2,96%",12,"1800,00",A2
8-sep-22,MSU,USD Mep,Fija,"7,50%",24,"24,50",A
7-sep-22,Galicia,ARS,Variable,"0,00%",6,"5829,40",A1+
5-sep-22,Aluar,USD Linked,Fija,"0,00%",36,"58,50",AA+
5-sep-22,CGC,USD Linked,Fija,"0,00%",48,"80,00",AA-
5-sep-22,Inversora Juramento,ARS,Variable,"2,50%",18,"3000,00",A-
25-ago-22,YPF Luz,USD Linked,Fija,"0,00%",48,"85,00",AA+
25-ago-22,YPF Luz,USD Linked,Fija,"0,00%",24,"15,00",AA+
19-ago-22,Lipsa,USD Linked,Fija,"1,00%",24,"4,60",A-
19-ago-22,Lipsa,USD Linked,Fija,"2,99%",36,"10,30",A-
18-ago-22,Albanesi Energia,ARS,Variable,"2,35%",12,"1191,50",A2
18-ago-22,Albanesi Energia,USD Linked,Fija,"2,75%",24,"16,90",A-
18-ago-22,Cresud,ARS,Variable,"1,00%",18,"5122,50",AA
18-ago-22,Grupo ST,ARS,Variable,"4,00%",12,"1200,00",SC
17-ago-22,CT Barragán,ARS,Variable,"1,00%",24,"4325,60",A+
17-ago-22,Rombo,ARS,Variable,"2,40%",24,"682,20",AA
17-ago-22,Rombo,ARS,Variable,"4,74%",36,"817,80",AA
17-ago-22,VCP,ARS,Variable,"1,89%",12,"1000,00",A1
16-ago-22,AA 2000,USD Linked,Fija,"0,00%",48,"30,00",AA
16-ago-22,GPAT,ARS,Variable,"0,00%",12,"1000,00",A-1
12-ago-22,Telecom,USD Linked,Fija,"1,00%",55,"75,00",AA+
9-ago-22,Newsan,ARS,Variable,"2,00%",12,"2070,00",A-1
8-ago-22,Crown Point Energia,USD Linked,Fija,"4,00%",36,"14,70",BBB+
5-ago-22,Celulosa,USD Linked,Fija,"9,50%",36,"9,30",BB
5-ago-22,Tarjeta Naranja,ARS,Variable,"0,00%",10,"6968,50",A1
5-ago-22,Tarjeta Naranja,ARS,Variable,"3,00%",18,"10141,20",AA-
3-ago-22,Pampa Energía,ARS,Variable,"0,00%",18,"8963,90",AA
2-ago-22,Credito Directo,ARS,Variable,"3,50%",12,"396,50",A3
2-ago-22,Pan American Energy,ARS,Variable,"0,00%",6,"4981,20",A1+
2-ago-22,Pan American Energy,ARS,Variable,"2,00%",24,"5018,80",AAA
1-ago-22,Pampa Energía,USD Mep,Fija,"9,50%",54,"292,80",AA
27-jul-22,INVAP,ARS,Variable,"0,00%",24,"642,90",A-
27-jul-22,INVAP,ARS,Variable,"2,00%",36,"569,40",A-
26-jul-22,Credicuotas Consumo,ARS,Variable,"2,50%",18,"300,00",A-
26-jul-22,Credicuotas Consumo,ARS,Variable,"2,00%",12,"2470,00",A2
22-jul-22,Plaza Logística,resultado pendiente,,,,nan,
21-jul-22,FyO,USD Linked,Fija,"0,00%",36,"15,00",AA-
20-jul-22,MSU,USD Mep,Fija,"8,00%",24,"15,10",A
18-jul-22,Pan American Energy (Canje),USD Mep,Fija,"7,25%",36,"105,20",BB-
14-jul-22,Petroquimica Comodoro Rivadavia,ARS,Variable,"0,00%",18,"4295,10",AA-
14-jul-22,Petroquimica Comodoro Rivadavia,ARS,Variable,"0,00%",12,"1704,90",A1+
13-jul-22,Generación Mediterranea,USD Linked,Fija,"3,50%",36,"27,70",A-
13-jul-22,Generación Mediterranea,USD Mep,Fija,"9,50%",24,"5,90",A-
13-jul-22,Generación Mediterranea,UVA,Variable,"0,00%",36,"2102,80",A-
12-jul-22,Pampa Energía,ARS,Variable,"0,00%",18,"12690,70",AA
6-jul-22,AA 2000,USD Linked,Fija,"0,00%",36,"20,00",AA
6-jul-22,Cresud,USD Mep,Fija,"8,00%",43,"70,60",AA
6-jul-22,IRSA,USD Mep,Fija,"8,75%",71,"171,20",AA
5-jul-22,Ledesma,ARS,Variable,"1,80%",10,"1440,30",A1
5-jul-22,Ledesma,ARS,Variable,"3,00%",18,"2559,70",A+
1-jul-22,Tarjeta Naranja,ARS,Variable,"2,85%",12,"63220,10",A1
1-jul-22,Tarjeta Naranja,ARS,Variable,"4,99%",24,"4779,90",AA-
27-jun-22,Citrusvil (PYME Garantizada),USD Linked,Fija,"0,00%",29,"6,40",SC
24-jun-22,360 Enery Solar,USD Linked,Fija,"1,25%",42,"20,00",A+
23-jun-22,Inversora Juramente,ARS,Variable,"4,40%",12,"2500,00",A2
23-jun-22,SPI Energy,USD Linked,Fija,"4,00%",48,"33,50",A-
23-jun-22,SPI Energy,USD Linked,Fija,"6,74%",120,"101,50",A-
14-jun-22,Vista Oil & Gas,USD Mep,Fija,"6,00%",26,"43,50",AA+
10-jun-22,Cresud,USD Mep,Fija,"5,50%",33,"24,40",AA
9-jun-22,Newsan,ARS,Variable,"5,50%",12,"2098,00",A-1
3-jun-22,CGC,USD Linked,Fija,"0,00%",36,"63,10",AA-
3-jun-22,CGC,USD Linked,Fija,"3,50%",84,"78,80",AA-
3-jun-22,Red Surcos,USD Linked,Fija,"2,73%",24,"20,00",A-
19-may-22,Rombo,ARS,Variable,"3,59%",24,"2000,00",A+
17-may-22,Generación Mediterranea,USD Linked,Fija,"6,50%",120,"85,70",A
17-may-22,Generación Mediterranea,UVA,Variable,"0,00%",60,"15,00",A
17-may-22,Generación Mediterranea,USD Linked,Fija,"3,50%",60,"24,30",A
17-may-22,MSU,USD Mep,Fija,"7,50%",12,"15,20",A
12-may-22,CT Barragán,ARS,Variable,"2,98%",6,"1753,80",A+
12-may-22,CT Barragán,USD Linked,Fija,"0,00%",36,"25,00",A+
11-may-22,Pan American Energy,ARS,Variable,"0,50%",3,"5325,80",A1+
11-may-22,Pan American Energy,ARS,Variable,"1,50%",6,"2657,70",A1+
9-may-22,Edenor,USD Mep,Fija,"9,75%",36,"52,70",A-/CCC+/CAA3
4-may-22,Refi Pampa,UVA,Variable,"0,00%",36,"1000,00",BBB+
3-may-22,Luz tres picos,USD Linked,Fija,"5,00%",120,"62,50",AA-
3-may-22,Luz tres picos,USD Linked,Fija,"0,00%",36,"15,00",AA-
2-may-22,Banco Hipotecario,USD Mep,Fija,"0,00%",24,"15,90",AA-
27-abr-22,Macro,USD Mep,Fija,"1,45%",24,"17,00",AAA
7-abr-22,Morixe,ARS,Variable,"1,94%",12,"500,00",A1
1-abr-22,Credicuotas Consumo,ARS,Variable,"4,75%",18,"2000,00",A-
1-abr-22,Tarjeta Naranja,ARS,Variable,"3,75%",12,"4532,60",A1
1-abr-22,Tarjeta Naranja,ARS,Variable,"5,25%",24,"4192,60",AA-
30-mar-22,Banco Columbia,ARS,Variable,"9,00%",84,"1000,00",BBB+
18-mar-22,Tarjeta Naranja,USD Mep,Fija,"5,00%",25,"7,50",AA-
14-mar-22,CFA Comapañia Financiera Argentina,UVA,Variable,"4,05%",84,"607,50",BBB-
14-mar-22,CFA Comapañia Financiera Argentina,ARS,Variable,"8,00%",84,"192,50",BBB-
14-mar-22,Pyme Tecnomyl,USD Linked,Fija,"4,95%",24,"11,40",BBB+
11-mar-22,John Deere,USD Mep,Fija,"3,00%",23,"10,00",AA
10-mar-22,Credito Directo,ARS,Variable,"4,50%",12,"83,60",A3
10-mar-22,Credito Directo,ARS,Variable,"6,40%",24,"216,40",BBB-
10-mar-22,Itaú,ARS,Variable,"2,00%",12,"2808,00",A1+
7-mar-22,Telecom,ARS,Variable,"1,50%",18,"2347,50",AA+
7-mar-22,Telecom,USD Linked,Fija,"1,00%",60,"22,70",AA+
23-feb-22,CGC,USD Mep,Fija,"3,25%",24,"11,30",AA-
23-feb-22,CGC,USD Linked,Fija,"1,38%",30,"54,00",AA-
23-feb-22,Creaurban,ARS,Variable,"4,45%",12,"1417,00",A2
22-feb-22,Newsan,ARS,Variable,"4,65%",12,"2517,60",A-1
17-feb-22,AA 2000,USD Linked,Fija,"5,50%",120,"138,00",AA-
17-feb-22,AA 2000,USD Linked,Fija,"2,00%",36,"36,00",AA-
16-feb-22,Cresud,USD Linked,Fija,"2,00%",36,"40,60",AA
15-feb-22,Galicia,ARS,Variable,"1,49%",6,"4487,20",A1+
11-feb-22,Grupo ST,ARS,Variable,"5,00%",12,"300,00",SC
7-feb-22,BACS,ARS,Variable,"4,00%",12,"1500,00",A1
3-feb-22,Pan American Energy,USD Linked,Fija,"1,25%",60,"25,10",AAA
3-feb-22,Pan American Energy,USD Linked,Fija,"4,25%",120,"80,00",AAA
1-feb-22,YPF Luz,USD Linked,Fija,"3,50%",30,"10,90",AA
1-feb-22,YPF Luz,USD Linked,Fija,"5,00%",120,"63,90",BV2
27-ene-22,Tarjeta Naranja,ARS,Variable,"3,99%",12,"2715,10",A1
27-ene-22,Tarjeta Naranja,ARS,Variable,"6,00%",24,"3284,90",AA-
24-ene-22,Lipsa,USD Linked,Fija,"4,50%",18,"15,60",A-
13-ene-22,Pampa Energía,ARS,Variable,"2,00%",18,"3107,30",BV1 / AA
13-ene-22,San Miguel,USD Linked,Fija,"3,00%",24,"50,00",A
5-ene-22,Generación Mediterranea,USD Mep,Fija,"7,50%",24,"14,40",A-
22-dic-21,Rizobacter,USD Linked,Fija,"1,49%",36,"20,00",A
21-dic-21,Genneia,USD Linked,Fija,"0,00%",36,"17,30",A+
21-dic-21,Genneia,USD Linked,Fija,"5,65%",120,"50,00",A+
20-dic-21,CFN,ARS,Variable,"6,50%",12,"745,40",A2
20-dic-21,CFN,ARS,Variable,"8,00%",24,"705,00",A-
17-dic-21,Credito Directo,ARS,Variable,"7,50%",24,"150,50",BBB-
17-dic-21,Credito Directo,ARS,Variable,"5,97%",12,"100,70",A3
17-dic-21,MSU,USD Mep,Fija,"7,35%",24,"30,30",A
16-dic-21,Newsan,ARS,Variable,"5,50%",12,"1899,90",A-1
14-dic-21,Petroquimica Comodoro Rivadavia,USD Linked,Fija,"0,99%",36,"50,00",AA-
10-dic-21,Albanesi Energia,USD Linked,Fija,"4,90%",33,"24,10",A
7-dic-21,Telecom,UVA,Variable,"0,00%",41,"12000,00",AA+
7-dic-21,Telecom,ARS,Variable,"3,25%",18,"2000,00",AA+
2-dic-21,Pan American Energy,ARS,Variable,"2,70%",12,"2642,80",A1+
2-dic-21,Pan American Energy,ARS,Variable,"3,94%",24,"1839,20",AAA
1-dic-21,Pyme Petrolera Aconcagua,USD Linked,Fija,"6,00%",36,"5,90",BBB
26-nov-21,Generación Mediterranea,USD Mep,Fija,"9,62%",72,"325,40",SC
24-nov-21,CT Barragán,USD Linked,Fija,"0,00%",36,"96,00",SC
12-nov-21,Toyota,ARS,Variable,"3,40%",21,"1200,00",AA+
11-nov-21,Generación Mediterranea,USD Linked,Fija,"6,00%",36,"16,80",SC
11-nov-21,Generación Mediterranea,USD Linked,Fija,"6,00%",36,"21,80",SC
11-nov-21,Generación Mediterranea,UVA,Variable,"4,60%",36,"3411,30",SC
11-nov-21,Generación Mediterranea,UVA,Variable,"4,60%",36,"1052,40",SC
8-nov-21,Fhurman,USD Linked,Fija,"3,00%",24,"2,50",A-
8-nov-21,Tarjeta Naranja,ARS,Variable,"5,00%",12,"4050,00",A1
8-nov-21,Tarjeta Naranja,ARS,Variable,"7,24%",21,"426,30",AA-
2-nov-21,Hijos de Salvador Muñoz,USD Linked,Fija,"3,00%",24,"6,30",A-
1-nov-21,Disal,USD Linked,Fija,"5,00%",53,"3,00",A-
1-nov-21,Disal,UVA,Variable,"3,27%",28,"300,00",A-
22-oct-21,Techo,ARS,Variable,"0,00%",48,"18,00",BS2
20-oct-21,Credito Directo,ARS,Variable,"5,99%",12,"308,20",A3
20-oct-21,FyO,USD Linked,Fija,"0,00%",24,"12,30",AA-
15-oct-21,Arcor,ARS,Variable,"2,97%",18,"1500,00",AAA/AA
15-oct-21,Arcor,UVA,Variable,"0,98%",48,"2500,00",AAA/AA
6-oct-21,Red Surcos,USD Linked,Fija,"4,48%",24,"10,00",A-
5-oct-21,Banco Hipotecario,USD Linked,Fija,"0,00%",18,"10,00",A+
5-oct-21,Grupo Cohen,USD Linked,Fija,"4,00%",12,"1,50",SC
4-oct-21,John Deere,USD Mep,Fija,"5,50%",24,"13,10",AA
15-sep-21,CGC,USD Linked,Fija,"6,05%",120,"100,00",AA-
15-sep-21,CGC,USD Linked,Fija,"3,00%",36,"20,00",AA-
9-sep-21,Creaurban,UVA,Variable,"5,30%",36,"402,90",BBB+
9-sep-21,Creaurban,ARS,Variable,"6,00%",12,"981,40",A2
6-sep-21,Cresud,USD Linked,Fija,"3,50%",36,"41,90",AA
3-sep-21,Aeropuertos 2000,USD Linked,Fija,"4,00%",24,"30,50",A
2-sep-21,San Miguel,USD Linked,Fija,"4,00%",18,"50,00",A
1-sep-21,CFA Comapañia Financiera Argentina,ARS,Fija,"43,00%",9,"472,00",A2
1-sep-21,CFA Comapañia Financiera Argentina,ARS,Variable,"7,50%",24,"210,00",BBB+
1-sep-21,Molinos Agro,USD Linked,Fija,"2,49%",36,"36,50",AA
1-sep-21,Molinos Agro,USD Linked,Fija,"1,00%",24,"33,50",AA
31-ago-21,Rizobacter,USD Linked,Fija,"5,25%",36,"3,40",A-
31-ago-21,Rizobacter,USD Linked,Fija,"3,75%",18,"12,70",A-
30-ago-21,Genneia,USD Mep,Fija,"8,75%",72,"366,10",SC
25-ago-21,Vista Oil & Gas,USD Linked,Fija,"5,85%",120,"100,80",AA-
25-ago-21,Vista Oil & Gas,USD Linked,Fija,"3,48%",48,"9,20",AA-
25-ago-21,YPF,USD Linked,Fija,"3,50%",36,"27,70",AA-
25-ago-21,YPF,USD Linked,Fija,"0,00%",12,"36,90",A1+
24-ago-21,Newsan,ARS,Variable,"5,50%",12,"1955,20",A1
23-ago-21,IRSA,USD Linked,Fija,"3,90%",36,"58,10",AA
20-ago-21,MSU,USD Linked,Fija,"4,00%",23,"15,00",A-
19-ago-21,Angel Estrada,ARS,Variable,"6,25%",12,"269,20",A2
19-ago-21,Grupo ST,ARS,Variable,"6,00%",12,"1300,00",SC
17-ago-21,Galicia,ARS,Fija,"41,00%",9,"1349,70",A1+
17-ago-21,Galicia,ARS,Variable,"3,00%",12,"1626,00",A1+
12-ago-21,CLISA,USD Mep,Fija,"10,50%",71,"325,30",SC
12-ago-21,CLISA,USD Mep,Fija,"4,50%",17,nan,SC
12-ago-21,CLISA,USD Mep,Fija,"7,50%",35,nan,SC
12-ago-21,CT Barragán,UVA,Variable,"4,00%",22,"2365,60",A+
12-ago-21,CT Barragán,USD Linked,Fija,"4,00%",22,"15,60",A+
12-ago-21,Itaú,ARS,Variable,"3,50%",18,"1351,50",AAA
12-ago-21,Itaú,UVA,Variable,"2,78%",48,"1000,00",AAA
11-ago-21,Tarjeta Naranja,ARS,Variable,"7,24%",24,"1426,50",AA-
11-ago-21,Tarjeta Naranja,ARS,Variable,"5,50%",12,"2712,00",A1
6-ago-21,Geneia,USD Linked,Fija,"3,50%",24,"49,00",A+
6-ago-21,Geneia,USD Mep,Fija,"6,00%",36,"15,60",A+
4-ago-21,Celulosa,USD Linked,Fija,"9,50%",24,"6,00",BB
4-ago-21,MSU,UVA,Variable,"5,49%",24,"1750,10",A
4-ago-21,MSU,USD Linked,Fija,"5,49%",18,"12,60",A
29-jul-21,Rombo,ARS,Variable,"6,48%",24,"1000,00",AA
27-jul-21,Petroagro,USD Linked,Fija,"6,25%",27,"5,20",BBB
23-jul-21,Ledesma,ARS,Variable,"4,74%",10,"3000,00",A1
19-jul-21,YPF,USD Linked,Fija,"5,75%",120,"384,20",AA-
14-jul-21,Banco Voii,ARS,Variable,"6,99%",12,"350,00",A2
14-jul-21,Generación Mediterranea,USD Linked,Fija,"7,75%",96,"98,80",A-
14-jul-21,Generación Mediterranea,UVA,Variable,"6,50%",60,"2997,10",A-
12-jul-21,Asociados Don Mario,USD Mep,Fija,"6,15%",17,"7,80",A+
7-jul-21,Pan American Energy,USD Linked,Fija,"3,69%",60,"19,20",AAA
7-jul-21,Pan American Energy,USD Linked,Fija,"5,00%",120,"260,10",AAA
6-jul-21,Cresud,USD Mep,Fija,"6,99%",36,"18,80",
1-jul-21,Agrofina,USD Mep,Fija,"14,50%",24,"11,00",
28-jun-21,Mastellone Hermanos,USD Mep,Fija,"10,95%",60,"110,90",
25-jun-21,Cresud,USD Mep,Fija,"6,99%",36,"35,70",
24-jun-21,Newsan,ARS,Variable,"5,75%",12,"1157,00",
23-jun-21,Mastellone Hermanos,UVA,Variable,"4,39%",36,"3162,80",
23-jun-21,Mastellone Hermanos,USD Linked,Fija,"5,50%",30,"11,90",
22-jun-21,John Deere,USD Mep,Fija,"8,00%",36,"40,00",
18-jun-21,Red Surcos,ARS,Variable,"6,00%",12,"322,20",
18-jun-21,Red Surcos,USD Linked,Fija,"6,50%",18,"7,60",
15-jun-21,Vista Oil & Gas,USD Linked,Fija,"4,00%",24,"38,80",
15-jun-21,Vista Oil & Gas,UVA,Variable,"4,00%",45,"3104,10",
11-jun-21,FCA Compañía Financiera,UVA,Variable,"2,80%",30,"1000,00",
10-jun-21,Plaza Logística,UVA,Variable,"4,49%",24,"23,40",
10-jun-21,Profertil,USD Linked,Fija,"2,49%",24,"25,00",
4-jun-21,CGC,USD Linked,Fija,"5,00%",24,"36,00",
4-jun-21,CGC,USD Mep,Fija,"7,00%",24,"14,00",
3-jun-21,Morixe,ARS,Variable,"0,00%",15,"400,00",
3-jun-21,Telecom,USD Linked,Fija,"2,75%",36,"91,80",
1-jun-21,CT Barragán,USD Linked,Fija,"4,00%",24,"27,30",
1-jun-21,CT Barragán,UVA,Variable,"4,00%",36,"2928,00",
27-may-21,PCR,ARS,Variable,"4,50%",12,"579,40",
27-may-21,PCR (adicionales),USD Linked,Fija,"4,75%",34,"19,30",
21-may-21,BACS,ARS,Variable,"4,75%",12,"1250,00",
20-may-21,INVAP,USD Linked,Fija,"5,00%",60,"3,20",
20-may-21,INVAP,USD Linked,Fija,"4,25%",36,"4,10",
20-may-21,INVAP,ARS,Variable,"5,00%",24,"269,00",
17-may-21,YPF Luz,USD Linked,Fija,"0,00%",15,"16,90",
17-may-21,YPF Luz,ARS,Variable,"4,50%",12,"1755,00",
